Grid Size,100
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,0,89,59,1,1,0,39.0,9.0,3.0
0,1,88,60,1,1,0,38.0,10.0,3.0
0,1,88,59,1,1,0,38.0,9.0,3.0
0,1,88,58,1,1,0,38.0,8.0,3.0
0,1,89,58,1,1,0,39.0,8.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,60,1,1,0,39.0,10.0,3.0
0,0,89,60,1,1,0,39.0,10.0,3.0
0,1,88,61,1,1,0,38.0,11.0,3.0
0,1,88,60,1,1,0,38.0,10.0,3.0
0,1,88,59,1,1,0,38.0,9.0,3.0
0,1,89,59,1,1,0,39.0,9.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,61,1,1,0,39.0,11.0,3.0
0,0,89,61,1,1,0,39.0,11.0,3.0
0,1,88,62,1,1,0,38.0,12.0,3.0
0,1,88,61,1,1,0,38.0,11.0,3.0
0,1,88,60,1,1,0,38.0,10.0,3.0
0,1,89,60,1,1,0,39.0,10.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,62,1,1,0,39.0,12.0,3.0
0,0,89,62,1,1,0,39.0,12.0,3.0
0,1,88,63,1,1,0,38.0,13.0,3.0
0,1,88,62,1,1,0,38.0,12.0,3.0
0,1,88,61,1,1,0,38.0,11.0,3.0
0,1,89,61,1,1,0,39.0,11.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,63,1,1,0,39.0,13.0,3.0
0,0,89,63,1,1,0,39.0,13.0,3.0
0,1,88,64,1,1,0,38.0,14.0,3.0
0,1,88,63,1,1,0,38.0,13.0,3.0
0,1,88,62,1,1,0,38.0,12.0,3.0
0,1,89,62,1,1,0,39.0,12.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,64,1,1,0,39.0,14.0,3.0
0,0,89,64,1,1,0,39.0,14.0,3.0
0,1,88,65,1,1,0,38.0,15.0,3.0
0,1,88,64,1,1,0,38.0,14.0,3.0
0,1,88,63,1,1,0,38.0,13.0,3.0
0,1,89,63,1,1,0,39.0,13.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,65,1,1,0,39.0,15.0,3.0
0,0,89,65,1,1,0,39.0,15.0,3.0
0,1,88,66,1,1,0,38.0,16.0,3.0
0,1,88,65,1,1,0,38.0,15.0,3.0
0,1,88,64,1,1,0,38.0,14.0,3.0
0,1,89,64,1,1,0,39.0,14.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,66,1,1,0,39.0,16.0,3.0
0,0,89,66,1,1,0,39.0,16.0,3.0
0,1,88,67,1,1,0,38.0,17.0,3.0
0,1,88,66,1,1,0,38.0,16.0,3.0
0,1,88,65,1,1,0,38.0,15.0,3.0
0,1,89,65,1,1,0,39.0,15.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,67,1,1,0,39.0,17.0,3.0
0,0,89,67,1,1,0,39.0,17.0,3.0
0,1,88,68,1,1,0,38.0,18.0,3.0
0,1,88,67,1,1,0,38.0,17.0,3.0
0,1,88,66,1,1,0,38.0,16.0,3.0
0,1,89,66,1,1,0,39.0,16.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,89,68,1,1,0,39.0,18.0,3.0
0,0,89,68,1,1,0,39.0,18.0,3.0
0,1,88,69,1,1,0,38.0,19.0,3.0
0,1,88,68,1,1,0,38.0,18.0,3.0
0,1,88,67,1,1,0,38.0,17.0,3.0
0,1,89,67,1,1,0,39.0,17.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,90,69,1,1,0,40.0,19.0,3.0
0,1,89,69,1,1,0,39.0,19.0,3.0
0,0,89,69,1,1,0,39.0,19.0,3.0
0,1,88,70,1,1,0,38.0,20.0,3.0
0,1,88,69,1,1,0,38.0,19.0,3.0
0,1,88,68,1,1,0,38.0,18.0,3.0
0,1,89,68,1,1,0,39.0,18.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,90,69,1,1,0,40.0,19.0,3.0
0,1,90,70,1,1,0,40.0,20.0,3.0
0,1,89,70,1,1,0,39.0,20.0,3.0
0,0,89,70,1,1,0,39.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,88,70,1,1,0,38.0,20.0,3.0
0,1,88,69,1,1,0,38.0,19.0,3.0
0,1,89,69,1,1,0,39.0,19.0,3.0
0,1,90,69,1,1,0,40.0,19.0,3.0
0,1,90,70,1,1,0,40.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,89,97,1,1,0,39.0,47.0,3.0
0,1,88,98,1,1,0,38.0,48.0,3.0
0,1,88,97,1,1,0,38.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,90,97,1,1,0,40.0,47.0,3.0
0,1,90,98,1,1,0,40.0,48.0,3.0
0,1,89,98,1,1,0,39.0,48.0,3.0
0,0,89,98,1,1,0,39.0,48.0,3.0
0,1,88,99,1,1,0,38.0,49.0,3.0
0,1,88,98,1,1,0,38.0,48.0,3.0
0,1,88,97,1,1,0,38.0,47.0,3.0
0,1,89,97,1,1,0,39.0,47.0,3.0
0,1,90,97,1,1,0,40.0,47.0,3.0
0,1,90,98,1,1,0,40.0,48.0,3.0
0,1,90,99,1,1,0,40.0,49.0,3.0
0,1,89,99,1,1,0,39.0,49.0,3.0
0,0,89,99,1,1,0,39.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,88,99,1,1,0,38.0,49.0,3.0
0,1,88,98,1,1,0,38.0,48.0,3.0
0,1,89,98,1,1,0,39.0,48.0,3.0
0,1,90,98,1,1,0,40.0,48.0,3.0
0,1,90,99,1,1,0,40.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,90,1,1,1,0,40.0,-49.0,3.0
0,1,89,2,1,1,0,39.0,-48.0,3.0
0,1,89,1,1,1,0,39.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,91,1,1,1,0,41.0,-49.0,3.0
0,1,91,2,1,1,0,41.0,-48.0,3.0
0,1,90,2,1,1,0,40.0,-48.0,3.0
0,0,90,2,1,1,0,40.0,-48.0,3.0
0,1,89,3,1,1,0,39.0,-47.0,3.0
0,1,89,2,1,1,0,39.0,-48.0,3.0
0,1,89,1,1,1,0,39.0,-49.0,3.0
0,1,90,1,1,1,0,40.0,-49.0,3.0
0,1,91,1,1,1,0,41.0,-49.0,3.0
0,1,91,2,1,1,0,41.0,-48.0,3.0
0,1,91,3,1,1,0,41.0,-47.0,3.0
0,1,90,3,1,1,0,40.0,-47.0,3.0
0,0,90,3,1,1,0,40.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,89,3,1,1,0,39.0,-47.0,3.0
0,1,89,2,1,1,0,39.0,-48.0,3.0
0,1,90,2,1,1,0,40.0,-48.0,3.0
0,1,91,2,1,1,0,41.0,-48.0,3.0
0,1,91,3,1,1,0,41.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,90,30,1,1,0,40.0,-20.0,3.0
0,1,89,31,1,1,0,39.0,-19.0,3.0
0,1,89,30,1,1,0,39.0,-20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,91,30,1,1,0,41.0,-20.0,3.0
0,1,91,31,1,1,0,41.0,-19.0,3.0
0,1,90,31,1,1,0,40.0,-19.0,3.0
0,0,90,31,1,1,0,40.0,-19.0,3.0
0,1,89,32,1,1,0,39.0,-18.0,3.0
0,1,89,31,1,1,0,39.0,-19.0,3.0
0,1,89,30,1,1,0,39.0,-20.0,3.0
0,1,90,30,1,1,0,40.0,-20.0,3.0
0,1,91,30,1,1,0,41.0,-20.0,3.0
0,1,91,31,1,1,0,41.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,90,69,1,1,0,40.0,19.0,3.0
0,1,89,70,1,1,0,39.0,20.0,3.0
0,1,89,69,1,1,0,39.0,19.0,3.0
0,1,89,68,1,1,0,39.0,18.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,91,69,1,1,0,41.0,19.0,3.0
0,1,91,70,1,1,0,41.0,20.0,3.0
0,1,90,70,1,1,0,40.0,20.0,3.0
0,0,90,70,1,1,0,40.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,89,70,1,1,0,39.0,20.0,3.0
0,1,89,69,1,1,0,39.0,19.0,3.0
0,1,90,69,1,1,0,40.0,19.0,3.0
0,1,91,69,1,1,0,41.0,19.0,3.0
0,1,91,70,1,1,0,41.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,90,97,1,1,0,40.0,47.0,3.0
0,1,89,98,1,1,0,39.0,48.0,3.0
0,1,89,97,1,1,0,39.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,91,97,1,1,0,41.0,47.0,3.0
0,1,91,98,1,1,0,41.0,48.0,3.0
0,1,90,98,1,1,0,40.0,48.0,3.0
0,0,90,98,1,1,0,40.0,48.0,3.0
0,1,89,99,1,1,0,39.0,49.0,3.0
0,1,89,98,1,1,0,39.0,48.0,3.0
0,1,89,97,1,1,0,39.0,47.0,3.0
0,1,90,97,1,1,0,40.0,47.0,3.0
0,1,91,97,1,1,0,41.0,47.0,3.0
0,1,91,98,1,1,0,41.0,48.0,3.0
0,1,91,99,1,1,0,41.0,49.0,3.0
0,1,90,99,1,1,0,40.0,49.0,3.0
0,0,90,99,1,1,0,40.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,89,99,1,1,0,39.0,49.0,3.0
0,1,89,98,1,1,0,39.0,48.0,3.0
0,1,90,98,1,1,0,40.0,48.0,3.0
0,1,91,98,1,1,0,41.0,48.0,3.0
0,1,91,99,1,1,0,41.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,91,1,1,1,0,41.0,-49.0,3.0
0,1,90,2,1,1,0,40.0,-48.0,3.0
0,1,90,1,1,1,0,40.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,92,1,1,1,0,42.0,-49.0,3.0
0,1,92,2,1,1,0,42.0,-48.0,3.0
0,1,91,2,1,1,0,41.0,-48.0,3.0
0,0,91,2,1,1,0,41.0,-48.0,3.0
0,1,90,3,1,1,0,40.0,-47.0,3.0
0,1,90,2,1,1,0,40.0,-48.0,3.0
0,1,90,1,1,1,0,40.0,-49.0,3.0
0,1,91,1,1,1,0,41.0,-49.0,3.0
0,1,92,1,1,1,0,42.0,-49.0,3.0
0,1,92,2,1,1,0,42.0,-48.0,3.0
0,1,92,3,1,1,0,42.0,-47.0,3.0
0,1,91,3,1,1,0,41.0,-47.0,3.0
0,0,91,3,1,1,0,41.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,90,3,1,1,0,40.0,-47.0,3.0
0,1,90,2,1,1,0,40.0,-48.0,3.0
0,1,91,2,1,1,0,41.0,-48.0,3.0
0,1,92,2,1,1,0,42.0,-48.0,3.0
0,1,92,3,1,1,0,42.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,91,30,1,1,0,41.0,-20.0,3.0
0,1,90,31,1,1,0,40.0,-19.0,3.0
0,1,90,30,1,1,0,40.0,-20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,92,30,1,1,0,42.0,-20.0,3.0
0,1,92,31,1,1,0,42.0,-19.0,3.0
0,1,91,31,1,1,0,41.0,-19.0,3.0
0,0,91,31,1,1,0,41.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,90,31,1,1,0,40.0,-19.0,3.0
0,1,90,30,1,1,0,40.0,-20.0,3.0
0,1,91,30,1,1,0,41.0,-20.0,3.0
0,1,92,30,1,1,0,42.0,-20.0,3.0
0,1,92,31,1,1,0,42.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,91,69,1,1,0,41.0,19.0,3.0
0,1,90,70,1,1,0,40.0,20.0,3.0
0,1,90,69,1,1,0,40.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,92,69,1,1,0,42.0,19.0,3.0
0,1,92,70,1,1,0,42.0,20.0,3.0
0,1,91,70,1,1,0,41.0,20.0,3.0
0,0,91,70,1,1,0,41.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,90,70,1,1,0,40.0,20.0,3.0
0,1,90,69,1,1,0,40.0,19.0,3.0
0,1,91,69,1,1,0,41.0,19.0,3.0
0,1,92,69,1,1,0,42.0,19.0,3.0
0,1,92,70,1,1,0,42.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,91,97,1,1,0,41.0,47.0,3.0
0,1,90,98,1,1,0,40.0,48.0,3.0
0,1,90,97,1,1,0,40.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,92,97,1,1,0,42.0,47.0,3.0
0,1,92,98,1,1,0,42.0,48.0,3.0
0,1,91,98,1,1,0,41.0,48.0,3.0
0,0,91,98,1,1,0,41.0,48.0,3.0
0,1,90,99,1,1,0,40.0,49.0,3.0
0,1,90,98,1,1,0,40.0,48.0,3.0
0,1,90,97,1,1,0,40.0,47.0,3.0
0,1,91,97,1,1,0,41.0,47.0,3.0
0,1,92,97,1,1,0,42.0,47.0,3.0
0,1,92,98,1,1,0,42.0,48.0,3.0
0,1,92,99,1,1,0,42.0,49.0,3.0
0,1,91,99,1,1,0,41.0,49.0,3.0
0,0,91,99,1,1,0,41.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,90,99,1,1,0,40.0,49.0,3.0
0,1,90,98,1,1,0,40.0,48.0,3.0
0,1,91,98,1,1,0,41.0,48.0,3.0
0,1,92,98,1,1,0,42.0,48.0,3.0
0,1,92,99,1,1,0,42.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,92,1,1,1,0,42.0,-49.0,3.0
0,1,91,2,1,1,0,41.0,-48.0,3.0
0,1,91,1,1,1,0,41.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,93,1,1,1,0,43.0,-49.0,3.0
0,1,93,2,1,1,0,43.0,-48.0,3.0
0,1,92,2,1,1,0,42.0,-48.0,3.0
0,0,92,2,1,1,0,42.0,-48.0,3.0
0,1,91,3,1,1,0,41.0,-47.0,3.0
0,1,91,2,1,1,0,41.0,-48.0,3.0
0,1,91,1,1,1,0,41.0,-49.0,3.0
0,1,92,1,1,1,0,42.0,-49.0,3.0
0,1,93,1,1,1,0,43.0,-49.0,3.0
0,1,93,2,1,1,0,43.0,-48.0,3.0
0,1,93,3,1,1,0,43.0,-47.0,3.0
0,1,92,3,1,1,0,42.0,-47.0,3.0
0,0,92,3,1,1,0,42.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,91,3,1,1,0,41.0,-47.0,3.0
0,1,91,2,1,1,0,41.0,-48.0,3.0
0,1,92,2,1,1,0,42.0,-48.0,3.0
0,1,93,2,1,1,0,43.0,-48.0,3.0
0,1,93,3,1,1,0,43.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,92,30,1,1,0,42.0,-20.0,3.0
0,1,91,31,1,1,0,41.0,-19.0,3.0
0,1,91,30,1,1,0,41.0,-20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,93,30,1,1,0,43.0,-20.0,3.0
0,1,93,31,1,1,0,43.0,-19.0,3.0
0,1,92,31,1,1,0,42.0,-19.0,3.0
0,0,92,31,1,1,0,42.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,91,31,1,1,0,41.0,-19.0,3.0
0,1,91,30,1,1,0,41.0,-20.0,3.0
0,1,92,30,1,1,0,42.0,-20.0,3.0
0,1,93,30,1,1,0,43.0,-20.0,3.0
0,1,93,31,1,1,0,43.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,92,69,1,1,0,42.0,19.0,3.0
0,1,91,70,1,1,0,41.0,20.0,3.0
0,1,91,69,1,1,0,41.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,93,69,1,1,0,43.0,19.0,3.0
0,1,93,70,1,1,0,43.0,20.0,3.0
0,1,92,70,1,1,0,42.0,20.0,3.0
0,0,92,70,1,1,0,42.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,91,70,1,1,0,41.0,20.0,3.0
0,1,91,69,1,1,0,41.0,19.0,3.0
0,1,92,69,1,1,0,42.0,19.0,3.0
0,1,93,69,1,1,0,43.0,19.0,3.0
0,1,93,70,1,1,0,43.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,92,97,1,1,0,42.0,47.0,3.0
0,1,91,98,1,1,0,41.0,48.0,3.0
0,1,91,97,1,1,0,41.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,93,97,1,1,0,43.0,47.0,3.0
0,1,93,98,1,1,0,43.0,48.0,3.0
0,1,92,98,1,1,0,42.0,48.0,3.0
0,0,92,98,1,1,0,42.0,48.0,3.0
0,1,91,99,1,1,0,41.0,49.0,3.0
0,1,91,98,1,1,0,41.0,48.0,3.0
0,1,91,97,1,1,0,41.0,47.0,3.0
0,1,92,97,1,1,0,42.0,47.0,3.0
0,1,93,97,1,1,0,43.0,47.0,3.0
0,1,93,98,1,1,0,43.0,48.0,3.0
0,1,93,99,1,1,0,43.0,49.0,3.0
0,1,92,99,1,1,0,42.0,49.0,3.0
0,0,92,99,1,1,0,42.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,91,99,1,1,0,41.0,49.0,3.0
0,1,91,98,1,1,0,41.0,48.0,3.0
0,1,92,98,1,1,0,42.0,48.0,3.0
0,1,93,98,1,1,0,43.0,48.0,3.0
0,1,93,99,1,1,0,43.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,93,1,1,1,0,43.0,-49.0,3.0
0,1,92,2,1,1,0,42.0,-48.0,3.0
0,1,92,1,1,1,0,42.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,94,1,1,1,0,44.0,-49.0,3.0
0,1,94,2,1,1,0,44.0,-48.0,3.0
0,1,93,2,1,1,0,43.0,-48.0,3.0
0,0,93,2,1,1,0,43.0,-48.0,3.0
0,1,92,3,1,1,0,42.0,-47.0,3.0
0,1,92,2,1,1,0,42.0,-48.0,3.0
0,1,92,1,1,1,0,42.0,-49.0,3.0
0,1,93,1,1,1,0,43.0,-49.0,3.0
0,1,94,1,1,1,0,44.0,-49.0,3.0
0,1,94,2,1,1,0,44.0,-48.0,3.0
0,1,94,3,1,1,0,44.0,-47.0,3.0
0,1,93,3,1,1,0,43.0,-47.0,3.0
0,0,93,3,1,1,0,43.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,92,3,1,1,0,42.0,-47.0,3.0
0,1,92,2,1,1,0,42.0,-48.0,3.0
0,1,93,2,1,1,0,43.0,-48.0,3.0
0,1,94,2,1,1,0,44.0,-48.0,3.0
0,1,94,3,1,1,0,44.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,93,30,1,1,0,43.0,-20.0,3.0
0,1,92,31,1,1,0,42.0,-19.0,3.0
0,1,92,30,1,1,0,42.0,-20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,94,30,1,1,0,44.0,-20.0,3.0
0,1,94,31,1,1,0,44.0,-19.0,3.0
0,1,93,31,1,1,0,43.0,-19.0,3.0
0,0,93,31,1,1,0,43.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,92,31,1,1,0,42.0,-19.0,3.0
0,1,92,30,1,1,0,42.0,-20.0,3.0
0,1,93,30,1,1,0,43.0,-20.0,3.0
0,1,94,30,1,1,0,44.0,-20.0,3.0
0,1,94,31,1,1,0,44.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,93,69,1,1,0,43.0,19.0,3.0
0,1,92,70,1,1,0,42.0,20.0,3.0
0,1,92,69,1,1,0,42.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,94,69,1,1,0,44.0,19.0,3.0
0,1,94,70,1,1,0,44.0,20.0,3.0
0,1,93,70,1,1,0,43.0,20.0,3.0
0,0,93,70,1,1,0,43.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,92,70,1,1,0,42.0,20.0,3.0
0,1,92,69,1,1,0,42.0,19.0,3.0
0,1,93,69,1,1,0,43.0,19.0,3.0
0,1,94,69,1,1,0,44.0,19.0,3.0
0,1,94,70,1,1,0,44.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,93,97,1,1,0,43.0,47.0,3.0
0,1,92,98,1,1,0,42.0,48.0,3.0
0,1,92,97,1,1,0,42.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,94,97,1,1,0,44.0,47.0,3.0
0,1,94,98,1,1,0,44.0,48.0,3.0
0,1,93,98,1,1,0,43.0,48.0,3.0
0,0,93,98,1,1,0,43.0,48.0,3.0
0,1,92,99,1,1,0,42.0,49.0,3.0
0,1,92,98,1,1,0,42.0,48.0,3.0
0,1,92,97,1,1,0,42.0,47.0,3.0
0,1,93,97,1,1,0,43.0,47.0,3.0
0,1,94,97,1,1,0,44.0,47.0,3.0
0,1,94,98,1,1,0,44.0,48.0,3.0
0,1,94,99,1,1,0,44.0,49.0,3.0
0,1,93,99,1,1,0,43.0,49.0,3.0
0,0,93,99,1,1,0,43.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,92,99,1,1,0,42.0,49.0,3.0
0,1,92,98,1,1,0,42.0,48.0,3.0
0,1,93,98,1,1,0,43.0,48.0,3.0
0,1,94,98,1,1,0,44.0,48.0,3.0
0,1,94,99,1,1,0,44.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,94,1,1,1,0,44.0,-49.0,3.0
0,1,93,2,1,1,0,43.0,-48.0,3.0
0,1,93,1,1,1,0,43.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,95,1,1,1,0,45.0,-49.0,3.0
0,1,95,2,1,1,0,45.0,-48.0,3.0
0,1,94,2,1,1,0,44.0,-48.0,3.0
0,0,94,2,1,1,0,44.0,-48.0,3.0
0,1,93,3,1,1,0,43.0,-47.0,3.0
0,1,93,2,1,1,0,43.0,-48.0,3.0
0,1,93,1,1,1,0,43.0,-49.0,3.0
0,1,94,1,1,1,0,44.0,-49.0,3.0
0,1,95,1,1,1,0,45.0,-49.0,3.0
0,1,95,2,1,1,0,45.0,-48.0,3.0
0,1,95,3,1,1,0,45.0,-47.0,3.0
0,1,94,3,1,1,0,44.0,-47.0,3.0
0,0,94,3,1,1,0,44.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,93,3,1,1,0,43.0,-47.0,3.0
0,1,93,2,1,1,0,43.0,-48.0,3.0
0,1,94,2,1,1,0,44.0,-48.0,3.0
0,1,95,2,1,1,0,45.0,-48.0,3.0
0,1,95,3,1,1,0,45.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,94,30,1,1,0,44.0,-20.0,3.0
0,1,93,31,1,1,0,43.0,-19.0,3.0
0,1,93,30,1,1,0,43.0,-20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,95,30,1,1,0,45.0,-20.0,3.0
0,1,95,31,1,1,0,45.0,-19.0,3.0
0,1,94,31,1,1,0,44.0,-19.0,3.0
0,0,94,31,1,1,0,44.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,93,31,1,1,0,43.0,-19.0,3.0
0,1,93,30,1,1,0,43.0,-20.0,3.0
0,1,94,30,1,1,0,44.0,-20.0,3.0
0,1,95,30,1,1,0,45.0,-20.0,3.0
0,1,95,31,1,1,0,45.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,94,69,1,1,0,44.0,19.0,3.0
0,1,93,70,1,1,0,43.0,20.0,3.0
0,1,93,69,1,1,0,43.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,95,69,1,1,0,45.0,19.0,3.0
0,1,95,70,1,1,0,45.0,20.0,3.0
0,1,94,70,1,1,0,44.0,20.0,3.0
0,0,94,70,1,1,0,44.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,93,70,1,1,0,43.0,20.0,3.0
0,1,93,69,1,1,0,43.0,19.0,3.0
0,1,94,69,1,1,0,44.0,19.0,3.0
0,1,95,69,1,1,0,45.0,19.0,3.0
0,1,95,70,1,1,0,45.0,20.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,94,97,1,1,0,44.0,47.0,3.0
0,1,93,98,1,1,0,43.0,48.0,3.0
0,1,93,97,1,1,0,43.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,95,97,1,1,0,45.0,47.0,3.0
